"","year","month","day","gid"
"114",2016,"month_03/","day_08/","gid_2016_03_08_nynmlb_atlmlb_1/"
"115",2016,"month_03/","day_08/","gid_2016_03_08_pitmlb_phimlb_1/"
"116",2016,"month_03/","day_08/","gid_2016_03_08_seamlb_clemlb_1/"
"117",2016,"month_03/","day_08/","gid_2016_03_08_slnmlb_minmlb_1/"
"118",2016,"month_03/","day_08/","gid_2016_03_08_tbamlb_detmlb_1/"
"119",2016,"month_03/","day_08/","gid_2016_03_08_texmlb_oakmlb_1/"
"120",2016,"month_03/","day_08/","gid_2016_03_08_wasmlb_houmlb_1/"
"121",2016,"month_03/","day_09/","gid_2016_03_09_atlmlb_houmlb_1/"
"122",2016,"month_03/","day_09/","gid_2016_03_09_balmlb_phimlb_1/"
"123",2016,"month_03/","day_09/","gid_2016_03_09_bosmlb_pitmlb_1/"
"124",2016,"month_03/","day_09/","gid_2016_03_09_clemlb_chnmlb_1/"
"125",2016,"month_03/","day_09/","gid_2016_03_09_colmlb_sfnmlb_1/"
"126",2016,"month_03/","day_09/","gid_2016_03_09_kcamlb_seamlb_1/"
"127",2016,"month_03/","day_09/","gid_2016_03_09_lanmlb_anamlb_1/"
"128",2016,"month_03/","day_09/","gid_2016_03_09_miamlb_slnmlb_1/"
"129",2016,"month_03/","day_09/","gid_2016_03_09_milmlb_kcamlb_1/"
"130",2016,"month_03/","day_09/","gid_2016_03_09_nyamlb_nynmlb_1/"
"131",2016,"month_03/","day_09/","gid_2016_03_09_oakmlb_chamlb_1/"
"132",2016,"month_03/","day_09/","gid_2016_03_09_phimlb_minmlb_1/"
"133",2016,"month_03/","day_09/","gid_2016_03_09_sdnmlb_arimlb_1/"
"134",2016,"month_03/","day_09/","gid_2016_03_09_texmlb_cinmlb_1/"
"135",2016,"month_03/","day_09/","gid_2016_03_09_tormlb_tbamlb_1/"
"136",2016,"month_03/","day_09/","gid_2016_03_09_wasmlb_detmlb_1/"
"137",2016,"month_03/","day_10/","gid_2016_03_10_arimlb_anamlb_1/"
"138",2016,"month_03/","day_10/","gid_2016_03_10_atlmlb_miamlb_1/"
"139",2016,"month_03/","day_10/","gid_2016_03_10_chamlb_texmlb_1/"
"140",2016,"month_03/","day_10/","gid_2016_03_10_chnmlb_seamlb_1/"
"141",2016,"month_03/","day_10/","gid_2016_03_10_cinmlb_colmlb_1/"
"142",2016,"month_03/","day_10/","gid_2016_03_10_detmlb_phimlb_1/"
"143",2016,"month_03/","day_10/","gid_2016_03_10_houmlb_wasmlb_1/"
"144",2016,"month_03/","day_10/","gid_2016_03_10_kcamlb_chamlb_1/"
"145",2016,"month_03/","day_10/","gid_2016_03_10_lanmlb_oakmlb_1/"
"146",2016,"month_03/","day_10/","gid_2016_03_10_minmlb_bosmlb_1/"
"147",2016,"month_03/","day_10/","gid_2016_03_10_nyamlb_balmlb_1/"
"148",2016,"month_03/","day_10/","gid_2016_03_10_pitmlb_tbamlb_1/"
"149",2016,"month_03/","day_10/","gid_2016_03_10_sdnmlb_clemlb_1/"
"150",2016,"month_03/","day_10/","gid_2016_03_10_sfnmlb_milmlb_1/"
"151",2016,"month_03/","day_10/","gid_2016_03_10_slnmlb_nynmlb_1/"
"152",2016,"month_03/","day_10/","gid_2016_03_10_tormlb_nyamlb_1/"
"153",2016,"month_03/","day_11/","gid_2016_03_11_anamlb_lanmlb_1/"
"154",2016,"month_03/","day_11/","gid_2016_03_11_arimlb_kcamlb_1/"
"155",2016,"month_03/","day_11/","gid_2016_03_11_atlmlb_slnmlb_1/"
"156",2016,"month_03/","day_11/","gid_2016_03_11_balmlb_nyamlb_1/"
"157",2016,"month_03/","day_11/","gid_2016_03_11_bosmlb_tormlb_1/"
"158",2016,"month_03/","day_11/","gid_2016_03_11_chamlb_sdnmlb_1/"
"159",2016,"month_03/","day_11/","gid_2016_03_11_cinmlb_chnmlb_1/"
"160",2016,"month_03/","day_11/","gid_2016_03_11_clemlb_colmlb_1/"
"161",2016,"month_03/","day_11/","gid_2016_03_11_detmlb_houmlb_1/"
"162",2016,"month_03/","day_11/","gid_2016_03_11_miamlb_minmlb_1/"
"163",2016,"month_03/","day_11/","gid_2016_03_11_nynmlb_wasmlb_1/"
"164",2016,"month_03/","day_11/","gid_2016_03_11_oakmlb_cinmlb_1/"
"165",2016,"month_03/","day_11/","gid_2016_03_11_phimlb_atlmlb_1/"
"166",2016,"month_03/","day_11/","gid_2016_03_11_seamlb_sfnmlb_1/"
"167",2016,"month_03/","day_11/","gid_2016_03_11_tbamlb_pitmlb_1/"
"168",2016,"month_03/","day_11/","gid_2016_03_11_texmlb_milmlb_1/"
"169",2016,"month_03/","day_12/","gid_2016_03_12_arimlb_sfnmlb_1/"
"170",2016,"month_03/","day_12/","gid_2016_03_12_chamlb_chnmlb_1/"
"171",2016,"month_03/","day_12/","gid_2016_03_12_chnmlb_lanmlb_1/"
"172",2016,"month_03/","day_12/","gid_2016_03_12_clemlb_sdnmlb_1/"
"173",2016,"month_03/","day_12/","gid_2016_03_12_colmlb_milmlb_1/"
"174",2016,"month_03/","day_12/","gid_2016_03_12_houmlb_slnmlb_1/"
"175",2016,"month_03/","day_12/","gid_2016_03_12_kcamlb_arimlb_1/"
"176",2016,"month_03/","day_12/","gid_2016_03_12_lanmlb_seamlb_1/"
"177",2016,"month_03/","day_12/","gid_2016_03_12_miamlb_bosmlb_1/"
"178",2016,"month_03/","day_12/","gid_2016_03_12_minmlb_balmlb_1/"
"179",2016,"month_03/","day_12/","gid_2016_03_12_nyamlb_tbamlb_1/"
"180",2016,"month_03/","day_12/","gid_2016_03_12_oakmlb_texmlb_1/"
"181",2016,"month_03/","day_12/","gid_2016_03_12_pitmlb_detmlb_1/"
"182",2016,"month_03/","day_12/","gid_2016_03_12_seamlb_cinmlb_1/"
"183",2016,"month_03/","day_12/","gid_2016_03_12_sfnmlb_anamlb_1/"
"184",2016,"month_03/","day_12/","gid_2016_03_12_slnmlb_nynmlb_1/"
"185",2016,"month_03/","day_12/","gid_2016_03_12_tormlb_phimlb_1/"
"186",2016,"month_03/","day_12/","gid_2016_03_12_wasmlb_atlmlb_1/"
"187",2016,"month_03/","day_13/","gid_2016_03_13_arimlb_chamlb_1/"
"188",2016,"month_03/","day_13/","gid_2016_03_13_atlmlb_houmlb_1/"
"189",2016,"month_03/","day_13/","gid_2016_03_13_balmlb_minmlb_1/"
"190",2016,"month_03/","day_13/","gid_2016_03_13_bosmlb_tbamlb_1/"
"191",2016,"month_03/","day_13/","gid_2016_03_13_chnmlb_oakmlb_1/"
"192",2016,"month_03/","day_13/","gid_2016_03_13_cinmlb_seamlb_1/"
"193",2016,"month_03/","day_13/","gid_2016_03_13_clemlb_kcamlb_1/"
"194",2016,"month_03/","day_13/","gid_2016_03_13_detmlb_pitmlb_1/"
"195",2016,"month_03/","day_13/","gid_2016_03_13_lanmlb_colmlb_1/"
"196",2016,"month_03/","day_13/","gid_2016_03_13_milmlb_clemlb_1/"
"197",2016,"month_03/","day_13/","gid_2016_03_13_nynmlb_miamlb_1/"
"198",2016,"month_03/","day_13/","gid_2016_03_13_phimlb_nyamlb_1/"
"199",2016,"month_03/","day_13/","gid_2016_03_13_sdnmlb_sfnmlb_1/"
"200",2016,"month_03/","day_13/","gid_2016_03_13_slnmlb_wasmlb_1/"
"201",2016,"month_03/","day_13/","gid_2016_03_13_tbamlb_tormlb_1/"
"202",2016,"month_03/","day_13/","gid_2016_03_13_texmlb_anamlb_1/"
"203",2016,"month_03/","day_14/","gid_2016_03_14_chamlb_kcamlb_1/"
"204",2016,"month_03/","day_14/","gid_2016_03_14_cinmlb_anamlb_1/"
"205",2016,"month_03/","day_14/","gid_2016_03_14_colmlb_seamlb_1/"
"206",2016,"month_03/","day_14/","gid_2016_03_14_houmlb_wasmlb_1/"
"207",2016,"month_03/","day_14/","gid_2016_03_14_milmlb_lanmlb_1/"
"208",2016,"month_03/","day_14/","gid_2016_03_14_minmlb_slnmlb_1/"
"209",2016,"month_03/","day_14/","gid_2016_03_14_nynmlb_detmlb_1/"
"210",2016,"month_03/","day_14/","gid_2016_03_14_phimlb_balmlb_1/"
"211",2016,"month_03/","day_14/","gid_2016_03_14_pitmlb_bosmlb_1/"
"212",2016,"month_03/","day_14/","gid_2016_03_14_sdnmlb_chnmlb_1/"
"213",2016,"month_03/","day_14/","gid_2016_03_14_seamlb_arimlb_1/"
"214",2016,"month_03/","day_14/","gid_2016_03_14_sfnmlb_oakmlb_1/"
"215",2016,"month_03/","day_14/","gid_2016_03_14_tbamlb_atlmlb_1/"
"216",2016,"month_03/","day_14/","gid_2016_03_14_texmlb_clemlb_1/"
"217",2016,"month_03/","day_15/","gid_2016_03_15_atlmlb_detmlb_1/"
"218",2016,"month_03/","day_15/","gid_2016_03_15_balmlb_tormlb_1/"
"219",2016,"month_03/","day_15/","gid_2016_03_15_chnmlb_sdnmlb_1/"
"220",2016,"month_03/","day_15/","gid_2016_03_15_clemlb_texmlb_1/"
"221",2016,"month_03/","day_15/","gid_2016_03_15_kcamlb_cinmlb_1/"
"222",2016,"month_03/","day_15/","gid_2016_03_15_lanmlb_chamlb_1/"
"223",2016,"month_03/","day_15/","gid_2016_03_15_nyamlb_bosmlb_1/"
"224",2016,"month_03/","day_15/","gid_2016_03_15_nynmlb_miamlb_1/"
"225",2016,"month_03/","day_15/","gid_2016_03_15_oakmlb_colmlb_1/"
"226",2016,"month_03/","day_15/","gid_2016_03_15_phimlb_tbamlb_1/"
"227",2016,"month_03/","day_15/","gid_2016_03_15_seamlb_anamlb_1/"
"228",2016,"month_03/","day_15/","gid_2016_03_15_wasmlb_houmlb_1/"
"229",2016,"month_03/","day_16/","gid_2016_03_16_anamlb_clemlb_1/"
"230",2016,"month_03/","day_16/","gid_2016_03_16_bosmlb_minmlb_1/"
"231",2016,"month_03/","day_16/","gid_2016_03_16_chamlb_milmlb_1/"
"232",2016,"month_03/","day_16/","gid_2016_03_16_chnmlb_kcamlb_1/"
"233",2016,"month_03/","day_16/","gid_2016_03_16_cinmlb_arimlb_1/"
"234",2016,"month_03/","day_16/","gid_2016_03_16_colmlb_lanmlb_1/"
"235",2016,"month_03/","day_16/","gid_2016_03_16_detmlb_houmlb_1/"
"236",2016,"month_03/","day_16/","gid_2016_03_16_pitmlb_balmlb_1/"
"237",2016,"month_03/","day_16/","gid_2016_03_16_sfnmlb_seamlb_1/"
"238",2016,"month_03/","day_16/","gid_2016_03_16_slnmlb_atlmlb_1/"
"239",2016,"month_03/","day_16/","gid_2016_03_16_tormlb_nyamlb_1/"
"240",2016,"month_03/","day_16/","gid_2016_03_16_wasmlb_miamlb_1/"
"241",2016,"month_03/","day_17/","gid_2016_03_17_anamlb_colmlb_1/"
"242",2016,"month_03/","day_17/","gid_2016_03_17_arimlb_chnmlb_1/"
"243",2016,"month_03/","day_17/","gid_2016_03_17_atlmlb_wasmlb_1/"
"244",2016,"month_03/","day_17/","gid_2016_03_17_balmlb_bosmlb_1/"
"245",2016,"month_03/","day_17/","gid_2016_03_17_cannae_tormlb_1/"
"246",2016,"month_03/","day_17/","gid_2016_03_17_clemlb_cinmlb_1/"
"247",2016,"month_03/","day_17/","gid_2016_03_17_houmlb_atlmlb_1/"
"248",2016,"month_03/","day_17/","gid_2016_03_17_kcamlb_lanmlb_1/"
"249",2016,"month_03/","day_17/","gid_2016_03_17_milmlb_texmlb_1/"
"250",2016,"month_03/","day_17/","gid_2016_03_17_minmlb_balmlb_1/"
"251",2016,"month_03/","day_17/","gid_2016_03_17_nyamlb_pitmlb_1/"
"252",2016,"month_03/","day_17/","gid_2016_03_17_nynmlb_miamlb_1/"
"253",2016,"month_03/","day_17/","gid_2016_03_17_seamlb_oakmlb_1/"
"254",2016,"month_03/","day_17/","gid_2016_03_17_sfnmlb_sdnmlb_1/"
"255",2016,"month_03/","day_17/","gid_2016_03_17_slnmlb_detmlb_1/"
"256",2016,"month_03/","day_17/","gid_2016_03_17_tbamlb_phimlb_1/"
"257",2016,"month_03/","day_17/","gid_2016_03_17_tormlb_houmlb_1/"
"258",2016,"month_03/","day_18/","gid_2016_03_18_anamlb_kcamlb_1/"
"259",2016,"month_03/","day_18/","gid_2016_03_18_balmlb_nyamlb_1/"
"260",2016,"month_03/","day_18/","gid_2016_03_18_bosmlb_tbamlb_1/"
"261",2016,"month_03/","day_18/","gid_2016_03_18_chnmlb_chamlb_1/"
"262",2016,"month_03/","day_18/","gid_2016_03_18_cinmlb_milmlb_1/"
"263",2016,"month_03/","day_18/","gid_2016_03_18_colmlb_anamlb_1/"
"264",2016,"month_03/","day_18/","gid_2016_03_18_detmlb_slnmlb_1/"
"265",2016,"month_03/","day_18/","gid_2016_03_18_houmlb_tormlb_1/"
"266",2016,"month_03/","day_18/","gid_2016_03_18_kcamlb_texmlb_1/"
"267",2016,"month_03/","day_18/","gid_2016_03_18_lanmlb_arimlb_1/"
"268",2016,"month_03/","day_18/","gid_2016_03_18_miamlb_atlmlb_1/"
"269",2016,"month_03/","day_18/","gid_2016_03_18_minmlb_bosmlb_1/"
"270",2016,"month_03/","day_18/","gid_2016_03_18_oakmlb_clemlb_1/"
"271",2016,"month_03/","day_18/","gid_2016_03_18_pitmlb_phimlb_1/"
"272",2016,"month_03/","day_18/","gid_2016_03_18_sdnmlb_sfnmlb_1/"
"273",2016,"month_03/","day_18/","gid_2016_03_18_texmlb_seamlb_1/"
"274",2016,"month_03/","day_18/","gid_2016_03_18_wasmlb_nynmlb_1/"
"275",2016,"month_03/","day_19/","gid_2016_03_19_arimlb_seamlb_1/"
"276",2016,"month_03/","day_19/","gid_2016_03_19_atlmlb_nyamlb_1/"
"277",2016,"month_03/","day_19/","gid_2016_03_19_balmlb_tbamlb_1/"
"278",2016,"month_03/","day_19/","gid_2016_03_19_chnmlb_clemlb_1/"
"279",2016,"month_03/","day_19/","gid_2016_03_19_cinmlb_oakmlb_1/"
"280",2016,"month_03/","day_19/","gid_2016_03_19_colmlb_sdnmlb_1/"
"281",2016,"month_03/","day_19/","gid_2016_03_19_detmlb_miamlb_1/"
"282",2016,"month_03/","day_19/","gid_2016_03_19_kcamlb_texmlb_1/"
"283",2016,"month_03/","day_19/","gid_2016_03_19_lanmlb_chamlb_1/"
"284",2016,"month_03/","day_19/","gid_2016_03_19_milmlb_anamlb_1/"
"285",2016,"month_03/","day_19/","gid_2016_03_19_minmlb_pitmlb_1/"
"286",2016,"month_03/","day_19/","gid_2016_03_19_nynmlb_wasmlb_1/"
"287",2016,"month_03/","day_19/","gid_2016_03_19_oakmlb_sfnmlb_1/"
"288",2016,"month_03/","day_19/","gid_2016_03_19_phimlb_tormlb_1/"
"289",2016,"month_03/","day_19/","gid_2016_03_19_seamlb_kcamlb_1/"
"290",2016,"month_03/","day_19/","gid_2016_03_19_slnmlb_bosmlb_1/"
"291",2016,"month_03/","day_19/","gid_2016_03_19_texmlb_arimlb_1/"
"292",2016,"month_03/","day_20/","gid_2016_03_20_anamlb_texmlb_1/"
"293",2016,"month_03/","day_20/","gid_2016_03_20_arimlb_cinmlb_1/"
"294",2016,"month_03/","day_20/","gid_2016_03_20_bosmlb_nynmlb_1/"
"295",2016,"month_03/","day_20/","gid_2016_03_20_chamlb_oakmlb_1/"
"296",2016,"month_03/","day_20/","gid_2016_03_20_clemlb_seamlb_1/"
"297",2016,"month_03/","day_20/","gid_2016_03_20_detmlb_atlmlb_1/"
"298",2016,"month_03/","day_20/","gid_2016_03_20_houmlb_phimlb_1/"
"299",2016,"month_03/","day_20/","gid_2016_03_20_kcamlb_chnmlb_1/"
"300",2016,"month_03/","day_20/","gid_2016_03_20_lanmlb_milmlb_1/"
"301",2016,"month_03/","day_20/","gid_2016_03_20_miamlb_slnmlb_1/"
"302",2016,"month_03/","day_20/","gid_2016_03_20_nyamlb_minmlb_1/"
"303",2016,"month_03/","day_20/","gid_2016_03_20_pitmlb_tormlb_1/"
"304",2016,"month_03/","day_20/","gid_2016_03_20_sdnmlb_lanmlb_1/"
"305",2016,"month_03/","day_20/","gid_2016_03_20_sfnmlb_colmlb_1/"
"306",2016,"month_03/","day_20/","gid_2016_03_20_tbamlb_balmlb_1/"
"307",2016,"month_03/","day_20/","gid_2016_03_20_wasmlb_detmlb_1/"
"308",2016,"month_03/","day_21/","gid_2016_03_21_anamlb_milmlb_1/"
"309",2016,"month_03/","day_21/","gid_2016_03_21_atlmlb_pitmlb_1/"
"310",2016,"month_03/","day_21/","gid_2016_03_21_bosmlb_slnmlb_1/"
"311",2016,"month_03/","day_21/","gid_2016_03_21_chamlb_clemlb_1/"
"312",2016,"month_03/","day_21/","gid_2016_03_21_cinmlb_sdnmlb_1/"
"313",2016,"month_03/","day_21/","gid_2016_03_21_colmlb_texmlb_1/"
"314",2016,"month_03/","day_21/","gid_2016_03_21_houmlb_wasmlb_1/"
"315",2016,"month_03/","day_21/","gid_2016_03_21_miamlb_nynmlb_1/"
"316",2016,"month_03/","day_21/","gid_2016_03_21_milmlb_arimlb_1/"
"317",2016,"month_03/","day_21/","gid_2016_03_21_oakmlb_sfnmlb_1/"
"318",2016,"month_03/","day_21/","gid_2016_03_21_phimlb_detmlb_1/"
"319",2016,"month_03/","day_21/","gid_2016_03_21_pitmlb_minmlb_1/"
"320",2016,"month_03/","day_21/","gid_2016_03_21_seamlb_lanmlb_1/"
"321",2016,"month_03/","day_22/","gid_2016_03_22_atlmlb_houmlb_1/"
"322",2016,"month_03/","day_22/","gid_2016_03_22_balmlb_minmlb_1/"
"323",2016,"month_03/","day_22/","gid_2016_03_22_bosmlb_miamlb_1/"
"324",2016,"month_03/","day_22/","gid_2016_03_22_chnmlb_cinmlb_1/"
"325",2016,"month_03/","day_22/","gid_2016_03_22_lanmlb_kcamlb_1/"
"326",2016,"month_03/","day_22/","gid_2016_03_22_milmlb_colmlb_1/"
"327",2016,"month_03/","day_22/","gid_2016_03_22_minmlb_phimlb_1/"
"328",2016,"month_03/","day_22/","gid_2016_03_22_nynmlb_nyamlb_1/"
"329",2016,"month_03/","day_22/","gid_2016_03_22_oakmlb_anamlb_1/"
"330",2016,"month_03/","day_22/","gid_2016_03_22_sfnmlb_arimlb_1/"
"331",2016,"month_03/","day_22/","gid_2016_03_22_sfnmlb_chamlb_1/"
